Symptom,Body_System
sudden dull intermenstrual spotting epigastric,General
sudden burning intermenstrual spotting epigastric,General
sudden sharp intermenstrual spotting epigastric,General
sudden pins and needles intermenstrual spotting epigastric,General
sudden pressure-like intermenstrual spotting epigastric,General
sudden cramping intermenstrual spotting epigastric,General
sudden squeezing intermenstrual spotting epigastric,General
sudden throbbing intermenstrual spotting epigastric,General
sudden electric intermenstrual spotting epigastric,General
sudden aching intermenstrual spotting epigastric,General
sudden stabbing intermenstrual spotting localized to scalp,General
sudden dull intermenstrual spotting localized to scalp,General
sudden burning intermenstrual spotting localized to scalp,General
sudden sharp intermenstrual spotting localized to scalp,General
sudden pins and needles intermenstrual spotting localized to scalp,General
sudden pressure-like intermenstrual spotting localized to scalp,General
sudden cramping intermenstrual spotting localized to scalp,General
sudden squeezing intermenstrual spotting localized to scalp,General
sudden throbbing intermenstrual spotting localized to scalp,General
sudden electric intermenstrual spotting localized to scalp,General
sudden aching intermenstrual spotting localized to scalp,General
sudden stabbing intermenstrual spotting retro-orbital,General
sudden dull intermenstrual spotting retro-orbital,General
sudden burning intermenstrual spotting retro-orbital,General
sudden sharp intermenstrual spotting retro-orbital,General
sudden pins and needles intermenstrual spotting retro-orbital,General
sudden pressure-like intermenstrual spotting retro-orbital,General
sudden cramping intermenstrual spotting retro-orbital,General
sudden squeezing intermenstrual spotting retro-orbital,General
sudden throbbing intermenstrual spotting retro-orbital,General
sudden electric intermenstrual spotting retro-orbital,General
sudden aching intermenstrual spotting retro-orbital,General
chronic stabbing intermenstrual spotting diffuse,General
chronic dull intermenstrual spotting diffuse,General
chronic burning intermenstrual spotting diffuse,General
chronic sharp intermenstrual spotting diffuse,General
chronic pins and needles intermenstrual spotting diffuse,General
chronic pressure-like intermenstrual spotting diffuse,General
chronic cramping intermenstrual spotting diffuse,General
chronic squeezing intermenstrual spotting diffuse,General
chronic throbbing intermenstrual spotting diffuse,General
chronic electric intermenstrual spotting diffuse,General
chronic aching intermenstrual spotting diffuse,General
chronic stabbing intermenstrual spotting periumbilical,General
chronic dull intermenstrual spotting periumbilical,General
chronic burning intermenstrual spotting periumbilical,General
chronic sharp intermenstrual spotting periumbilical,General
chronic pins and needles intermenstrual spotting periumbilical,General
chronic pressure-like intermenstrual spotting periumbilical,General
chronic cramping intermenstrual spotting periumbilical,General
chronic squeezing intermenstrual spotting periumbilical,General
chronic throbbing intermenstrual spotting periumbilical,General
chronic electric intermenstrual spotting periumbilical,General
chronic aching intermenstrual spotting periumbilical,General
chronic stabbing intermenstrual spotting periorbital,General
chronic dull intermenstrual spotting periorbital,General
chronic burning intermenstrual spotting periorbital,General
chronic sharp intermenstrual spotting periorbital,General
chronic pins and needles intermenstrual spotting periorbital,General
chronic pressure-like intermenstrual spotting periorbital,General
chronic cramping intermenstrual spotting periorbital,General
chronic squeezing intermenstrual spotting periorbital,General
chronic throbbing intermenstrual spotting periorbital,General
chronic electric intermenstrual spotting periorbital,General
chronic aching intermenstrual spotting periorbital,General
chronic stabbing intermenstrual spotting supraclavicular,General
chronic dull intermenstrual spotting supraclavicular,General
chronic burning intermenstrual spotting supraclavicular,General
chronic sharp intermenstrual spotting supraclavicular,General
chronic pins and needles intermenstrual spotting supraclavicular,General
chronic pressure-like intermenstrual spotting supraclavicular,General
chronic cramping intermenstrual spotting supraclavicular,General
chronic squeezing intermenstrual spotting supraclavicular,General
chronic throbbing intermenstrual spotting supraclavicular,General
chronic electric intermenstrual spotting supraclavicular,General
chronic aching intermenstrual spotting supraclavicular,General
chronic stabbing intermenstrual spotting suprapubic,General
chronic dull intermenstrual spotting suprapubic,General
chronic burning intermenstrual spotting suprapubic,General
chronic sharp intermenstrual spotting suprapubic,General
chronic pins and needles intermenstrual spotting suprapubic,General
chronic pressure-like intermenstrual spotting suprapubic,General
chronic cramping intermenstrual spotting suprapubic,General
chronic squeezing intermenstrual spotting suprapubic,General
chronic throbbing intermenstrual spotting suprapubic,General
chronic electric intermenstrual spotting suprapubic,General
chronic aching intermenstrual spotting suprapubic,General
chronic stabbing intermenstrual spotting bilateral,General
chronic dull intermenstrual spotting bilateral,General
chronic burning intermenstrual spotting bilateral,General
chronic sharp intermenstrual spotting bilateral,General
chronic pins and needles intermenstrual spotting bilateral,General
chronic pressure-like intermenstrual spotting bilateral,General
chronic cramping intermenstrual spotting bilateral,General
chronic squeezing intermenstrual spotting bilateral,General
chronic throbbing intermenstrual spotting bilateral,General
chronic electric intermenstrual spotting bilateral,General
chronic aching intermenstrual spotting bilateral,General
chronic stabbing intermenstrual spotting right-sided,General
chronic dull intermenstrual spotting right-sided,General
chronic burning intermenstrual spotting right-sided,General
chronic sharp intermenstrual spotting right-sided,General
chronic pins and needles intermenstrual spotting right-sided,General
chronic pressure-like intermenstrual spotting right-sided,General
chronic cramping intermenstrual spotting right-sided,General
chronic squeezing intermenstrual spotting right-sided,General
chronic throbbing intermenstrual spotting right-sided,General
chronic electric intermenstrual spotting right-sided,General
chronic aching intermenstrual spotting right-sided,General
chronic stabbing intermenstrual spotting localized to toes,General
chronic dull intermenstrual spotting localized to toes,General
chronic burning intermenstrual spotting localized to toes,General
chronic sharp intermenstrual spotting localized to toes,General
chronic pins and needles intermenstrual spotting localized to toes,General
chronic pressure-like intermenstrual spotting localized to toes,General
chronic cramping intermenstrual spotting localized to toes,General
chronic squeezing intermenstrual spotting localized to toes,General
chronic throbbing intermenstrual spotting localized to toes,General
chronic electric intermenstrual spotting localized to toes,General
chronic aching intermenstrual spotting localized to toes,General
chronic stabbing intermenstrual spotting localized to fingers,General
chronic dull intermenstrual spotting localized to fingers,General
chronic burning intermenstrual spotting localized to fingers,General
chronic sharp intermenstrual spotting localized to fingers,General
chronic pins and needles intermenstrual spotting localized to fingers,General
chronic pressure-like intermenstrual spotting localized to fingers,General
chronic cramping intermenstrual spotting localized to fingers,General
chronic squeezing intermenstrual spotting localized to fingers,General
chronic throbbing intermenstrual spotting localized to fingers,General
chronic electric intermenstrual spotting localized to fingers,General
chronic aching intermenstrual spotting localized to fingers,General
chronic stabbing intermenstrual spotting inguinal,General
chronic dull intermenstrual spotting inguinal,General
chronic burning intermenstrual spotting inguinal,General
chronic sharp intermenstrual spotting inguinal,General
chronic pins and needles intermenstrual spotting inguinal,General
chronic pressure-like intermenstrual spotting inguinal,General
chronic cramping intermenstrual spotting inguinal,General
chronic squeezing intermenstrual spotting inguinal,General
chronic throbbing intermenstrual spotting inguinal,General
