Diagnosis,Symptoms,MEDICATION,Specialty
"S82233J Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82233K Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S82233M Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S82233N Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82233P Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S82233Q Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S82233R Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82233S Displaced oblique fracture of shaft of unspecified tibia, sequela",,,Orthopedics
"S82234A Nondisplaced oblique fracture of shaft of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82234B Nondisplaced oblique fracture of shaft of right tibia, initial encounter for open fracture type I
or II",,,Orthopedics
"S82234C Nondisplaced oblique fracture of shaft of right tibia, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S82234D Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S82234E Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S82234F Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82234G Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S82234H Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S82234J Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82234K Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S82234M Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S82234N Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82234P Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S82234Q Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S82234R Nondisplaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82234S Nondisplaced oblique fracture of shaft of right tibia, sequela",,,Orthopedics
"S82235A Nondisplaced oblique fracture of shaft of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82235B Nondisplaced oblique fracture of shaft of left tibia, initial encounter for open fracture type I or
II",,,Orthopedics
"S82235C Nondisplaced oblique fracture of shaft of left tibia, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S82235D Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S82235E Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S82235F Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82235G Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S82235H Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S82235J Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82235K Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S82235M Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S82235N Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82235P Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S82235Q Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S82235R Nondisplaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82235S Nondisplaced oblique fracture of shaft of left tibia, sequela",,,Orthopedics
"S82236A Nondisplaced oblique fracture of shaft of unspecified tibia, initial encounter for closed fracture",,,Orthopedics
"S82236B Nondisplaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture
type I or II",,,Orthopedics
"S82236C Nondisplaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S82236D Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S82236E Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S82236F Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82236G Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S82236H Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S82236J Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82236K Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S82236M Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S82236N Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82236P Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S82236Q Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S82236R Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82236S Nondisplaced oblique fracture of shaft of unspecified tibia, sequela",,,Orthopedics
"S82241A Displaced spiral fracture of shaft of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82241B Displaced spiral fracture of shaft of right tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82241C Displaced spiral fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB,
or IIIC",,,Orthopedics
"S82241D Displaced spiral fracture of shaft of right tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82241E Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type I or
II with routine healing",,,Orthopedics
"S82241F Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82241G Displaced spiral fracture of shaft of right tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82241H Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type I
or II with delayed healing",,,Orthopedics
"S82241J Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82241K Displaced spiral fracture of shaft of right tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82241M Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type I
or II with nonunion",,,Orthopedics
"S82241N Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82241P Displaced spiral fracture of shaft of right tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82241Q Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type I
or II with malunion",,,Orthopedics
"S82241R Displaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82241S Displaced spiral fracture of shaft of right tibia, sequela",,,Orthopedics
"S82242A Displaced spiral fracture of shaft of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82242B Displaced spiral fracture of shaft of left tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82242C Displaced spiral fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB,
or IIIC",,,Orthopedics
"S82242D Displaced spiral fracture of shaft of left tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82242E Displaced spiral fracture of shaft of left tibia, subsequent encounter for open fracture type I or
II with routine healing",,,Orthopedics
"S82242F Displaced spiral fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with routine healing",,,Orthopedics
"S82242G Displaced spiral fracture of shaft of left tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82242H Displaced spiral fracture of shaft of left tibia, subsequent encounter for open fracture type I or
II with delayed healing",,,Orthopedics
"S82242J Displaced spiral fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with delayed healing",,,Orthopedics
